slno,refno,text,en_dmt,ta_gmt
1726,130-stories_53-130fp_18,सः तया सह नगरम् आयातः।,He came to the city with her.,அவளுடன் ஊருக்கு வந்தான்.
1727,130-stories_53-130fp_18,"इतस्ततः भ्रमन् यत्र यत्र तेन कार्यं कृतम् आसीत्, ताः ताः उच्चाः उच्चाः अट्टालिकाः पत्नीं दर्शयन् कम् अपि गर्वं करोति स्म।","Wandering here and there, showing his wife those tall mansions wherever he had done work, he felt some pride.","அங்கும் இங்கும் அலைந்து திரிந்து, தான் வேலை செய்த இடத்தில் அந்த உயரமான மாளிகைகளை மனைவியிடம் காட்டி, ஏதோ ஒரு பெருமையை உணர்ந்தான்."
1728,130-stories_53-130fp_18,अस्मिन् एव मध्ये तत्रत्याः प्रहरिणः तं चौरं मत्वा निगृह्य आरक्षिणां हस्ते समर्पितवन्तः।,"Just then, the guards there, thinking he was a thief, seized him and handed him over to the police.","அப்போது,   அங்கிருந்த காவலர்கள், திருடன் என நினைத்து, அவரை பிடித்து போலீசில் ஒப்படைத்தனர்."
1729,130-stories_53-130fp_18,श्यामः एतत् प्रतिकर्तुं बहु अचेष्टत।,Śyāma tried very hard to counteract this.,சியாமா இதை எதிர்க்க மிகவும் முயன்றார்.
1730,130-stories_53-130fp_18,किन्तु तस्य किम् अपि न श्रुतम्।,But nothing was heard of him.,ஆனால் அவரைப் பற்றி எதுவும் கேட்கவில்லை.
1731,130-stories_53-130fp_18,रात्रौ एकाकी सः अपराधिप्रकोष्ठे निपातितः।,"At night, he was thrown alone into the offenders' cell.","இரவில், அவர் குற்றவாளிகளின் அறைக்குள் தனியாக வீசப்பட்டார்."
1732,130-stories_53-130fp_18,अन्येद्युः तेन श्रुतं यत् तस्य पत्नी कुत्रचित् पलायिता।,"The next day, he heard that his wife had fled somewhere.","மறுநாள், தன் மனைவி எங்கோ ஓடிவிட்டதாகக் கேள்விப்பட்டான்."
1733,130-stories_53-130fp_18,"सा पलायिता, अपहृता, बलात्कृता, मारिता वा? इदं तु परमेश्वरः एव जानाति इति।","Was she abducted, carried off, violated, or killed? Only the Supreme Lord knows this.","அவள் கடத்தப்பட்டாளா, கடத்தப்பட்டாளா, மீறப்பட்டாளா அல்லது கொல்லப்பட்டாளா? பரமாத்மாவுக்கு மட்டுமே இது தெரியும்."
1734,130-stories_53-130fp_21,श्यामः कः आसीत्? किं करोति स्म?,Who was Shyama? What did he do?,ஷ்யாமா யார்? அவர் என்ன செய்தார்?
1735,130-stories_53-130fp_22,सः कया सह नगरम् आयातः?,With whom did he come to the city?,யாருடன் ஊருக்கு வந்தான்?
1736,130-stories_53-130fp_23,आरक्षिणः श्यामेन सह कीदृशं व्यवहारं कृतवन्तः?,How did the guards behave with Śyāma?,காவலர்கள் சியாமாவிடம் எப்படி நடந்துகொண்டார்கள்?
1737,130-stories_53-130fp_24,परमेश्वरः एव किं जानाति?,Does only the supreme lord know?,அதிபதிக்கு மட்டும் தெரியுமா?
1738,130-stories_53-130fp_25,इयं कथा कं सन्देशं ददाति?,What message does this story give?,இந்தக் கதை என்ன செய்தியைக் கொடுக்கிறது?
1739,130-stories_59-130fp_16,यथा प्रश्नस्तथोत्तरम्,"As the question, so the answer.","கேள்வியாக, பதில்."
1740,130-stories_59-130fp_17,"लेखकस्यात्र को दोषो, यथा प्रश्नस्तथोत्तरम्। उप्त्वा निम्बस्य बीजानि, नाम्रा लभ्याः कदाचन॥","What fault is there of the writer here? The answer is according to the question. Having sown the seeds of the *nimba* tree (Azadirachta indica), when can mangoes be obtained?","இங்கே எழுத்தாளரின் தவறு என்ன? கேள்வியின் படி பதில். *நிம்பா* மரத்தின் (அசாடிராச்டா இண்டிகா) விதைகளை விதைத்த பிறகு, மாம்பழங்கள் எப்போது கிடைக்கும்?"
1741,130-stories_59-130fp_18,एकदा एकस्य अभिनवशैल्याः सुप्रसिद्धचित्रकारस्य गृहे रात्रौ चौराः प्रविष्टाः।,"Once, thieves entered the house of a very famous painter of a new style at night.","ஒருமுறை, ஒரு புதிய பாணியில் மிகவும் பிரபலமான ஓவியரின் வீட்டிற்கு இரவில் திருடர்கள் நுழைந்தனர்."
1742,130-stories_59-130fp_18,चित्रकारः स्वपरिवारस्य सदस्यैः सह गृहोपरि प्रगाढनिद्रायां प्रसुप्तः आसीत्।,The painter was fast asleep on the roof of his house with the members of his family.,ஓவியர் தனது குடும்ப உறுப்பினர்களுடன் தனது வீட்டின் கூரையில் ஆழ்ந்த உறக்கத்தில் இருந்தார்.
1743,130-stories_59-130fp_18,चौराः स्वमनीषितम् असाधयन्।,The thieves accomplished their own desires.,திருடர்கள் தங்கள் ஆசைகளை நிறைவேற்றிக் கொண்டனர்.
1744,130-stories_59-130fp_18,"प्रातः प्रबुद्धः चित्रकारः इदम् अजानात्, आरक्षिस्थाने च गत्वा चौर्यघटनाम् असूचयत्।","Having awakened in the morning, the painter realized this and, going to the police station, reported the theft.",காலையில் கண்விழித்த பெயிண்டர் இதை உணர்ந்து காவல் நிலையத்துக்குச் சென்று திருட்டு குறித்து புகார் அளித்தார்.
1745,130-stories_59-130fp_18,तेन एव सह चौरहस्तपादचिह्नानि ग्रहीतुं ततः एकः आरक्षी आगतः।,"Then, to seize the marks of the thieves' hands and feet along with him, a single policeman came.","அப்போது,   அவருடன் திருடர்களின் கை, கால் அடையாளங்களை கைப்பற்ற, தனி ஒரு போலீஸ்காரர் வந்தார்."
1746,130-stories_59-130fp_18,स्वकार्यं कृत्वा गच्छन् सः चित्रकारं कथितवान्।,"Having done his own work and leaving, he spoke to the painter.","சொந்த வேலைகளை முடித்து விட்டு, ஓவியரிடம் பேசினார்."
1747,130-stories_59-130fp_19,भवान् तु चित्रकारः। चौरस्य आकृतिं लिखित्वा तु ददातु येन चौरानुसन्धानं सुकरं भवेत्,You are a painter. Please draw a picture of the thief so that the investigation of the thief becomes easier.,"நீங்கள் ஒரு ஓவியர். தயவு செய்து திருடனின் படத்தை வரையவும், இதனால் திருடனின் விசாரணை எளிதாகும்."
1748,130-stories_59-130fp_19,।,[Tibetan missing. See note below.],[திபெத்தியர் காணவில்லை. கீழே உள்ள குறிப்பைப் பார்க்கவும்.]
1749,130-stories_59-130fp_20,चित्रकारः तथा एव कृतवान्।,The painter did just that.,ஓவியர் அதைத்தான் செய்தார்.
1750,130-stories_59-130fp_23,चौराः चित्रकारगृहे स्वमनीषितं कदा असाधयन्?,When did the thieves accomplish their desires in the painter's house?,ஓவியர் வீட்டில் திருடர்கள் எப்போது தங்கள் ஆசைகளை நிறைவேற்றினார்கள்?
1751,130-stories_59-130fp_24,चित्रकारः तदा किं कृतवान्?,What did the painter do then?,அப்போது ஓவியர் என்ன செய்தார்?
1752,130-stories_59-130fp_25,आरक्षी चित्रकारं किं कथितवान्?,What did the police officer say to the painter?,ஓவியரிடம் போலீஸ் அதிகாரி என்ன சொன்னார்?
1753,130-stories_59-130fp_26,चित्रकारः तदा किम् अकरोत्?,What did the painter do then?,அப்போது ஓவியர் என்ன செய்தார்?
1754,130-stories_59-130fp_27,आरक्षिस्थानतः चित्रकाराय मिलिते पत्रे किं लिखितम् आसीत्?,What was written in the letter that the painter received from the police station (ārakṣisthāna)?,காவல் நிலையத்தில் (ஆரக்ஷிஸ்தானா) ஓவியருக்கு வந்த கடிதத்தில் என்ன எழுதப்பட்டிருந்தது?
1755,130-stories_90-130fp_16,प्रेम शत्रुम् अपि सुधारयति,Love even reforms enemies.,அன்பு எதிரிகளைக் கூட சீர்திருத்துகிறது.
1756,130-stories_90-130fp_17,"शत्रुणाऽपि कृतं प्रेम, तमवश्यं सुधारयेत्। विश्वस्तेन दुराचारो, नैव कार्यः कदाचन॥","Even love shown by an enemy, one should certainly requite. Improper conduct towards a trusted person should never be done.",ஒரு பகைவன் காட்டும் அன்புக்குக் கூட ஒருவன் நிச்சயமாகப் பதிலடி கொடுக்க வேண்டும். நம்பகமான நபரிடம் முறையற்ற நடத்தையை ஒருபோதும் செய்யக்கூடாது.
1757,130-stories_90-130fp_18,आयुषः अन्तिमेषु वर्षेषु श्रेष्ठी रामदासः स्वपत्न्या सह बदरीनाथयात्रायै प्रस्थितः।,"In the final years of his life, the merchant Śreṣṭhī Rāmadāsa set out with his wife on a pilgrimage to Badrinātha.","அவரது வாழ்க்கையின் இறுதி ஆண்டுகளில், வணிகரான ஸ்ரேஷ்டி ராமதாசர் தனது மனைவியுடன் பத்ரிநாதாவுக்கு யாத்திரைக்கு புறப்பட்டார்."
1758,130-stories_90-130fp_18,विश्वासपात्राणां केषाञ्चित् सेवकानां मण्डली अपि सह आसीत्।,A group of some trustworthy servants was also with [him].,சில நம்பகமான வேலைக்காரர்கள் குழுவும் [அவருடன்] இருந்தது.
1759,130-stories_90-130fp_18,तदा यातायातसाधनानाम् अभावेन पदयात्रा एव क्रियते स्म।,"Then, due to the absence of transportation, journeys were undertaken only on foot.","அப்போது,   போக்குவரத்து வசதி இல்லாததால், கால்நடையாக மட்டுமே பயணம் செய்தனர்."
1760,130-stories_90-130fp_18,मार्गे एकत्र रात्रौ विश्रामः कल्पितः।,"On the path, rest was arranged for one night.","வழியில், ஒரு இரவு ஓய்வு ஏற்பாடு செய்யப்பட்டது."
1761,130-stories_90-130fp_18,सर्वेषु सुप्तेषु एकः सेवकः यः केनचित् कारणेन रुष्टः आसीत्।,"When all were asleep, one servant, who for some reason was angry.","அனைவரும் உறங்கிக் கொண்டிருந்த போது,   ஒரு வேலைக்காரன், சில காரணங்களால் கோபமடைந்தான்."
1762,130-stories_90-130fp_18,सुप्तं श्रेष्ठिनं भारिप्रस्तरेण शिरसि आहत्य पलायितः।,"Having struck the sleeping merchant on the head with a heavy stone, he fled.",தூங்கிக் கொண்டிருந்த வியாபாரியின் தலையில் கனமான கல்லால் தாக்கிவிட்டு தப்பியோடினார்.
1763,130-stories_90-130fp_18,श्रेष्ठिना सह सर्वे अपि प्रबुद्धाः।,"Along with the merchant, all were enlightened.","வணிகருடன், அனைவரும் அறிவொளி பெற்றனர்."
1764,130-stories_90-130fp_18,तेषु केचित् श्रेष्ठिनम् उपचरितुं प्रवृत्ताः तर्हि केचन अन्ये स्वं सहचरं तत्र अनवाप्य तम् एव अपराधिनं मत्वा तस्य अन्वेषणाय निर्गताः।,"Among them, some set out to attend upon the merchant; then some others, not finding their companion there, and thinking him guilty, went out to search for him.","அவர்களில், சிலர் வணிகரிடம் கலந்துகொள்ள புறப்பட்டனர்; அப்போது வேறு சிலர், அங்கே தங்கள் தோழரைக் காணவில்லை, அவரைக் குற்றவாளி என்று எண்ணி, அவரைத் தேடச் சென்றனர்."
1765,130-stories_90-130fp_18,"कियद्दूरे पलायमानं तं निगृह्य ते स्वश्रेष्ठिसम्मुखे उपस्थापितवन्तः, तं दण्डयितुं च ततः आदेशं याचितवन्तः।","Having seized him as he fled a short distance away, they brought him before their master merchant, and then requested an order to punish him.","அவர் சிறிது தூரம் தப்பி ஓடியபோது அவரைப் பிடித்து, தங்கள் தலைசிறந்த வணிகரின் முன் அவரைக் கொண்டு வந்து, அவரைத் தண்டிக்க உத்தரவிடுமாறு கோரினர்."
1766,130-stories_90-130fp_18,"श्रेष्ठी तं सदयं वीक्षमाणः केवलम् इदम् एव अकथयत्- ""सर्वं मम दुष्कृतस्य एव इदं फलम्। इह अस्य कश्चन न दोषः। अयं तु भगवता निमित्तीकृतः। इदानीम् एषः निरन्तरं पलायमानः श्रान्तः अस्ति। शार्करं पाययित्वा अस्य मनःशान्तिः करणीया।""","The merchant, looking at him compassionately, said only this: ""All this is the fruit of my own evil deeds. He has no fault in this. But he was made an instrument by the Blessed One (Bhagavatā). Now he is constantly fleeing and is tired. Having given him sugar water, his peace of mind should be restored.""","வணிகன் அவனைப் பரிவுடன் பார்த்து, இதை மட்டும் சொன்னான்: ""இதெல்லாம் நான் செய்த தீய செயல்களின் பலன். இதில் அவருக்கு எந்தத் தவறும் இல்லை. ஆனால் அவர் பாக்கியத்தால் (பகவத்) ஒரு கருவியாக ஆக்கப்பட்டார். இப்போது அவர் தொடர்ந்து ஓடிப்போய் சோர்வாக இருக்கிறார், அவருக்கு சர்க்கரைத் தண்ணீரைக் கொடுத்ததால், அவரது மன அமைதி திரும்ப வேண்டும்."""
1767,130-stories_90-130fp_18,सेवकः तस्य अनेन व्यवहारेण लज्जितः स्वकृत्ये अतीव पश्चात्तपन् पुनः पुनः श्रेष्ठिनः चरणयोः निपत्य ततः स्वकृतापराधाय क्षमाम् अयाचत।,"The servant, ashamed by his behavior, deeply regretting his actions, repeatedly fell at the feet of the merchant and begged forgiveness for his offense.","வேலைக்காரன், அவனுடைய நடத்தையால் வெட்கப்பட்டு, அவனுடைய செயல்களுக்கு மிகவும் வருந்தினான், மீண்டும் மீண்டும் வணிகரின் காலில் விழுந்து, தன் குற்றத்திற்காக மன்னிப்புக் கேட்டான்."
1768,130-stories_90-130fp_18,अग्रे सः एव तस्य घनिष्ठः सेवकः भूत्वा आजीवनं तस्य सेवां नैव पर्यत्यजत् इति।,"From then on, having become his closest servant, he never abandoned his service to him for life.","அப்போதிருந்து, அவரது நெருங்கிய ஊழியரான அவர், அவர் தனது சேவையை வாழ்நாள் முழுவதும் கைவிடவில்லை."
1769,130-stories_90-130fp_21,सेवकः किं कृत्वा पलायितः ?,What did the servant do before fleeing?,வேலைக்காரன் ஓடிப்போவதற்கு முன் என்ன செய்தான்?
1770,130-stories_90-130fp_22,अन्ये तत्सहचराः किं कृतवन्तः ?,What did the other companions do?,மற்ற தோழர்கள் என்ன செய்தார்கள்?
1771,130-stories_90-130fp_23,श्रेष्ठी तान् किम् अकथयत् ?,What did the merchant tell them?,வியாபாரி அவர்களிடம் என்ன சொன்னார்?
1772,130-stories_90-130fp_24,श्रेष्ठिनः कथनस्य पलायनकर्तरि सेवके कीदृशः प्रभावः अभवत् ?,What effect did the merchant's statement have on the fleeing servant?,தப்பி ஓடிய வேலைக்காரன் மீது வணிகரின் அறிக்கை என்ன தாக்கத்தை ஏற்படுத்தியது?
1773,130-stories_90-130fp_25,इयं कथा किं शिक्षयति ?,What does this story teach?,இந்தக் கதை என்ன கற்பிக்கிறது?
1774,130-stories_23-130fp_16,मधुरभाषणं कटुस्थितिलोपकम्,Sweet speech destroys a bitter situation.,இனிமையான பேச்சு கசப்பான சூழ்நிலையை அழிக்கிறது.
1775,130-stories_23-130fp_17,"उग्रतायामपि स्वीयो, नैव त्याज्यो हि संयमः। मधुरं भाषणं चापि, कटुस्थितिं विलोपयेत्॥","Even in fierceness, one's own self-control should not be abandoned. Sweet speech, indeed, can eliminate a bitter situation.","கடுமையிலும் கூட, தன் சுயக்கட்டுப்பாட்டைக் கைவிடக் கூடாது. இனிமையான பேச்சு, உண்மையில், கசப்பான சூழ்நிலையை அகற்றும்."
1776,130-stories_23-130fp_18,महाशय! भवदीयः आत्मजः क्रिकेटं क्रीडन् मम वातायनस्य बहुमूल्यं काचं त्रोटितवान् अस्ति। अस्य क्षतिपूर्तिः भवता करणीया,"Sir! Your son, while playing cricket, has broken the valuable glass of my window. You must compensate for this damage.","ஐயா! உங்கள் மகன், கிரிக்கெட் விளையாடிக் கொண்டிருக்கும் போது,   என் ஜன்னல் கண்ணாடியை உடைத்து விட்டான். இந்த சேதத்திற்கு நீங்கள் ஈடு கொடுக்க வேண்டும்."
1777,130-stories_23-130fp_18,प्रतिवेशी श्यामसुन्दरं कथितवान्।,The neighbor said to Śyāmasundara.,பக்கத்து வீட்டுக்காரர் சியாமசுந்தராவிடம் சொன்னார்.
1778,130-stories_23-130fp_19,बालकः एव तु अस्ति सः। भवता अपि बाल्ये बहूनां हानिः कृता स्यात्। इह ध्यानं न देयं बहु। किं प्रतिवेशितः क्षतिमूल्यं याच्यते?,But he is only a boy. You also probably caused much harm in your childhood. Not much attention should be given here. Why is the neighbor being asked for compensation?,ஆனால் அவன் சிறுவன் மட்டுமே. உங்கள் குழந்தைப் பருவத்தில் நீங்கள் மிகவும் தீங்கு செய்திருக்கலாம். இங்கு அதிக கவனம் செலுத்த வேண்டியதில்லை. அண்டை வீட்டாரிடம் ஏன் இழப்பீடு கேட்கப்படுகிறது?
1779,130-stories_23-130fp_19,श्यामसुन्दरः प्रतिवेशिनं पृष्टवान्।,Śyāmasundara asked the neighbor.,ஷியாமசுந்தரா பக்கத்து வீட்டுக்காரரிடம் கேட்டார்.
1780,130-stories_23-130fp_20,"यदि सः बालकः एव अस्ति, तर्हि आत्मनः एव वातायनस्य काचं किं न त्रोटितवान्?","If he is just a boy, then why didn't he break the window glass himself?",அவன் சிறுவனாக இருந்தால் ஏன் அவனே ஜன்னல் கண்ணாடியை உடைக்கவில்லை?
1781,130-stories_23-130fp_20,प्रतिवेशी जिज्ञासां कुतवान्।,The neighbor asked out of curiosity.,பக்கத்து வீட்டுக்காரர் ஆர்வத்தில் கேட்டார்.
1782,130-stories_23-130fp_21,सः न अस्ति इयान् मूर्खः,He is not such a fool.,அவர் அப்படிப்பட்ட முட்டாள் இல்லை.
1783,130-stories_23-130fp_21,श्यामसुन्दरः उत्तरं दत्तवान् इति।,"Śyāmasundara gave the answer, thus it is said.","அதற்கு ஷியாமசுந்தரர் பதில் அளித்தார், இவ்வாறு கூறப்பட்டுள்ளது."
1784,130-stories_23-130fp_24,प्रतिवेशी श्यामसुन्दरं किं कथितवान्?,What did the neighbor say to Śyāmasundara?,பக்கத்து வீட்டுக்காரர் ஷியாமசுந்தரரிடம் என்ன சொன்னார்?
1785,130-stories_23-130fp_25,श्यामसुन्दरः प्रतिवेशिनं किम् उदतरत्?,What did Śyāmasundara say to the neighbor?,பக்கத்து வீட்டுக்காரரிடம் சியாமசுந்தரா என்ன சொன்னார்?
1786,130-stories_23-130fp_26,प्रतिवेशी तदा श्यामसुन्दरं किम् अपृच्छत्?,Then what did the neighbor ask Śyāmasundara?,அப்போது பக்கத்து வீட்டுக்காரர் சியாமசுந்தரரிடம் என்ன கேட்டார்?
1787,130-stories_23-130fp_27,श्यामसुन्दरस्य प्रतिवेशिने तदा किम् उत्तरम् आसीत्?,What was the neighbor's reply to Śyāmasundara then?,அப்போது சியாமசுந்தராவுக்கு பக்கத்து வீட்டுக்காரர் என்ன பதில் சொன்னார்?
1788,130-stories_23-130fp_28,कटुस्थितिं किं विलोपयति?,What destroys a painful situation?,வலிமிகுந்த சூழ்நிலையை எது அழிக்கிறது?
1789,130-stories_126-130fp_16,कारुण्यमैत्र्योः प्रभावः,The power of compassion and loving-kindness.,கருணை மற்றும் அன்பின் ஆற்றல்.
1790,130-stories_126-130fp_17,"कारुण्यं मित्रता यस्य, चित्ते नित्यं विराजते । ईश्वरोऽपि ततस्तुष्टः, तदिच्छापूरको भवेत् ॥","He whose compassion and friendliness constantly shine in his mind (citta), even the Lord (īśvara) is pleased with him, and fulfills his desires.","எவனுடைய கருணையும் நட்பும் அவனது மனதில் (சிட்டா) தொடர்ந்து பிரகாசிக்கிறதோ, அவனுடைய இறைவன் (ஈஸ்வரன்) கூட அவனால் மகிழ்ச்சியடைந்து, அவனது விருப்பங்களை நிறைவேற்றுகிறான்."
1791,130-stories_126-130fp_18,एकः धार्मिकः सत्सङ्गानुरागी राजा आसीत्।,"There was a righteous king, fond of the company of the good.",நல்லவர்களின் சகவாசத்தை விரும்பும் நீதியுள்ள அரசன் ஒருவன் இருந்தான்.
1792,130-stories_126-130fp_18,"सः दूरदूरात् साधून् महात्मनः आहूय तेभ्यः ज्ञानोपदेशं शृणोति स्म, तान् धनादिप्रदानेन सम्मानयति स्म।","He, having called forth virtuous great souls from afar, used to listen to their instruction in wisdom, and he used to honor them with gifts of wealth and so forth.","அவர், தொலைதூரத்தில் இருந்து நல்லொழுக்கமுள்ள பெரிய ஆன்மாக்களை வரவழைத்து, ஞானத்தில் அவர்களின் அறிவுரைகளைக் கேட்டு, செல்வம் மற்றும் பலவற்றைக் கொண்டு அவர்களைக் கௌரவித்தார்."
1793,130-stories_126-130fp_19,एकदा एकः महात्मा ततः दानदक्षिणाम् आदाय परावर्तमानः कैश्चित् दस्युभिः दृष्टः।,"Once, a great being, taking gifts and offerings from there, was seen by some robbers as he was returning.","ஒருமுறை, ஒரு பெரியவர், அங்கிருந்து காணிக்கைகளையும் காணிக்கைகளையும் எடுத்துக்கொண்டு, அவர் திரும்பிக்கொண்டிருந்தபோது சில கொள்ளையர்களால் கண்டார்."
1794,130-stories_126-130fp_19,ते दस्यवः तस्य साधोः हस्तौ कर्तयित्वा दानदक्षिणाम् आच्छिद्य च पलायितवन्तः।,"Those robbers cut off the hands of that holy man, seized his gifts and offerings, and fled.","அந்த கொள்ளையர்கள் அந்த புனித மனிதரின் கைகளை வெட்டி, அவருடைய காணிக்கைகளையும் காணிக்கைகளையும் பறித்துக்கொண்டு ஓடிவிட்டனர்."
1795,130-stories_126-130fp_20,कतिपयमासानन्तरं सः एव महात्मा राज्ञा पुनरपि भगवच्चर्चायै आहूतः।,"After a few months, that great being was again invited by the king for a discussion of the Bhagavān.","சில மாதங்களுக்குப் பிறகு, அந்தப் பெருமான் மீண்டும் பகவானைப் பற்றிய விவாதத்திற்கு அரசனால் அழைக்கப்பட்டார்."
1796,130-stories_126-130fp_20,अस्मिन् वारे दस्यवः अपि साधुवेषं धृत्वा तस्मिन् राजकीये सत्सङ्गे समुपस्थिताः।,"In this instance, even robbers, having assumed the guise of virtuous men, were present in that royal assembly.","இந்த நிகழ்வில், கொள்ளையர்கள் கூட, நல்ல மனிதர்களின் வேடத்தில், அந்த அரச சபையில் இருந்தனர்."
1797,130-stories_126-130fp_20,"तान् दृष्ट्वा कृत्तहस्तः महात्मा राजानं कथितवान् - ""महाराज! इमे साधवः मम ज्ञानिनः सुहृदः सन्ति। इमे अवश्यं सम्माननीयाः।""","Having seen them, the great being (mahātmā), whose hands were cut off, said to the king: ""Oh great king (mahārāja)! These ascetics are my wise friends. They must certainly be honored.""","அவர்களைப் பார்த்ததும், கைகள் வெட்டப்பட்ட பெரிய மனிதர் (மகாத்மா), அரசனிடம் கூறினார்: ""ஓ பெரிய ராஜா (மஹாராஜா)! இந்த துறவிகள் எனது ஞான நண்பர்கள். அவர்கள் நிச்சயமாக மதிக்கப்பட வேண்டும்."""
1798,130-stories_126-130fp_20,"राजा तान् अपूजयत्, एकां बृहतीं धनपेटिकां च तेषाम् आवासे प्रापयितुं स्वकीयम् एकं कर्मचारिणं प्रेष्तवान्।",The king honored them and sent one of his servants to deliver a large treasure chest to their dwelling.,"அரசன் அவர்களைக் கௌரவித்து, ஒரு பெரிய பொக்கிஷப் பெட்டியை அவர்கள் வசிப்பிடத்திற்குக் கொண்டு வருமாறு தன் வேலையாட்களில் ஒருவனை அனுப்பினான்."
1799,130-stories_126-130fp_21,"मार्गे कर्मचारी तान् साधून् अपृच्छत् - ""कथ्यताम् महात्मा भवतः कथं जानाति? कथम् असौ भवद्भ्यः इदं धनम् अदापयत्?""","On the road, the officer asked the ascetics: ""Tell me, how does the great soul know you? How did he cause this wealth to be given to you?""","சாலையில், அதிகாரி சந்நியாசிகளிடம் கேட்டார்: ""சொல்லுங்கள், பெரிய ஆத்மா உங்களை எப்படி அறிவார்? இந்த செல்வத்தை அவர் எப்படி உங்களுக்கு வழங்கினார்?"""
1800,130-stories_126-130fp_21,"साधवः उदतरन् - ""सः मृत्युमुखे आसीत्। वयम् एव तं मृत्योः अमोचयाम। हस्तौ एव तस्य कर्तितौ अभवताम्। अतः एव उपकारकान् अस्मान् सः महाराजेन सममानयत्।""","The good men replied: ""He was in the jaws of death (mṛtyumukhe āsīt). We ourselves rescued him from death (mṛtyoḥ amocayāma). His hands (hastau) were cut off. Therefore, he honored us, who are benefactors, as equal to the great king.""","நல்லவர்கள் பதிலளித்தனர்: ""அவர் மரணத்தின் தாடையில் இருந்தார் (ம்ருத்யுமுகே ஆசித்). நாமே அவரை மரணத்திலிருந்து மீட்டோம் (ம்ருத்யோ அமோசயமா) அவரது கைகள் (ஹஸ்தௌ) துண்டிக்கப்பட்டன. எனவே, அவர் பெரிய மன்னருக்கு நிகரான எங்களைக் கௌரவித்தார்."""
1801,130-stories_126-130fp_22,पृथ्वी माता तेषाम्‌ इमां निराधारवार्तां न असहत।,Mother Earth did not tolerate their baseless talk.,அவர்களின் ஆதாரமற்ற பேச்சை பூமி அன்னை பொறுத்துக் கொள்ளவில்லை.
1802,130-stories_126-130fp_22,सा व्यदीर्यत।,She burst.,அவள் வெடித்தாள்.
1803,130-stories_126-130fp_22,तत्र एव ते व्यलीयन्त।,There they dissolved.,அங்கேயே கலைந்தனர்.
1804,130-stories_126-130fp_22,विस्मितः कर्मचारी राजानम् उपगत्य सर्वां घटनाम् अश्रावयत्।,"Astonished, the servant approached the king and recounted the entire incident.",வியந்துபோன வேலைக்காரன் அரசனை அணுகி நடந்த சம்பவத்தை விவரித்தார்.
1805,130-stories_126-130fp_22,कृत्तहस्तः महात्मा अपि तदा तत्र एव आसीत्।,"The great-souled one, whose hand was cut off, was also there at that time.",கை துண்டிக்கப்பட்ட பெரிய ஆன்மாவும் அப்போது அங்கேயே இருந்தார்.
1806,130-stories_126-130fp_22,"सः अपि तैः साधुभिः सह दुर्घटितां घटनाम् आकर्ण्य अतीव दुःखितः अभवत्, उच्चैः उच्चैः रोदितुं प्रावर्त्तत च।","Having heard of the misfortune from those good men, he became extremely sorrowful and began to weep loudly.",அந்த நல்ல மனிதர்களின் துரதிர்ஷ்டத்தைக் கேள்விப்பட்ட அவர் மிகவும் துக்கமடைந்து சத்தமாக அழத் தொடங்கினார்.
1807,130-stories_126-130fp_23,किन्तु आश्चर्यं! महत् आश्चर्यम्! तदा एव सः महात्मा पुनः उत्पन्नहस्तः अजायत।,"But how astonishing! A great wonder! At that very moment, that great being was born again with a hand.","ஆனால் எவ்வளவு ஆச்சரியமாக இருக்கிறது! ஒரு பெரிய அதிசயம்! அந்தக் கணமே, அந்தப் பெரியவர் மீண்டும் ஒரு கையுடன் பிறந்தார்."
1808,130-stories_126-130fp_23,राजा तद् एतद् दृष्ट्वा रहस्यम् एतस्य कथयितुं महात्मानं प्रार्थितवान्।,"Having seen this, the king requested the great being to explain its secret.",இதைக் கண்ட மன்னன் அதன் ரகசியத்தை விளக்குமாறு பெருமானிடம் வேண்டினான்.
1809,130-stories_126-130fp_23,"महात्मा अकथयत् - ""राजन्! सत्यम् एव ते साधवः मम सुहृदः सन्ति। भवद्भ्यः धनग्रहीतारौ हस्तौ छित्वा ते माम् उपकृतवन्तः एव। किन्तु भगवत्कृपया तौ पुनरपि उत्पन्नौ। मम एव कारणेन ते पृथिव्यां व्यलीयन्त। अनेन एव कारणेन तेषां सृहृदां वियोगेन अहम् इदानीं भृशं दुःखी सञ्जातः विलपामि च""","The great soul said: ""O King! Truly, those virtuous men are my friends. By cutting off the hands of those who would take wealth from you, they indeed helped me. But by the grace of the Blessed One (bhagavat-kṛpayā), they were born again. Because of me, they perished on earth. For this very reason, I am now greatly saddened by the separation from those friends, and I lament.""","பெரிய ஆன்மா சொன்னது: ""அரசே! உண்மையாகவே, அந்த நல்லவர்கள் என் நண்பர்கள். உன்னிடமிருந்து செல்வத்தைப் பறிப்பவர்களின் கைகளை அறுத்து, அவர்கள் உண்மையில் எனக்கு உதவினார்கள். ஆனால் ஆசீர்வதிக்கப்பட்டவரின் (பகவத்-கிருபையா) அவர்கள் மீண்டும் பிறந்தார்கள். என்னாலேயே அவர்கள் பூமியில் அழிந்தார்கள். அதனால் நான் இப்போது அந்த நண்பர்களைப் பிரிந்து மிகவும் வருந்துகிறேன்."""
1810,130-stories_126-130fp_23,इति।,Thus.,இவ்வாறு.
