slno,refno,text,en_dmt,ta_gmt
828,astang_hriday_1_27-3969,"पञ्च वा सप्त वा पित्ते, नवैकादश वाऽनिले। पुनस्ततोऽप्ययुग्मांस्तु पुनरास्थापनं ततः॥","""In cases of bile, five or seven; in cases of wind, nine or eleven. Then again, odd numbers from that; then re-establishment from that.  """,
829,astang_hriday_1_27-3973,कफपित्तानिलेष्वन्नं यूषक्षीररसौः क्रमात्। वातघ्नौषधनिष्क्वाथत्रिवृतासैन्धवैर्युतः॥,"""For kapha, pitta, and vāta, food should be in the form of broth, milk, and juice, respectively. A decoction of vāta-subduing herbs mixed with Trivṛt and rock salt.  """,
830,astang_hriday_1_27-3977,बस्तिरेकोऽनिले स्निग्धः स्वाद्वम्लोष्णो रसान्वितः। न्यग्रोधादिगणक्वाथ-पद्मकादिसितायुतौ॥,"""In vāta, an enema should be oleaginous, and endowed with sweet, sour, and hot tastes. [It can be prepared] with a decoction of the banyan tree group, or with *padmaka* etc., and sugar.  """,
831,astang_hriday_1_27-3981,पित्ते स्वादुहिमौ साज्य-क्षीरेक्षुरसमाक्षिकौ। आरग्वधादिनिष्क्वाथ-वत्सकादियुतास्रयः॥,"""In cases of pitta, sweet and cold [things] such as ghee, milk, sugarcane juice, and honey are beneficial. Also beneficial are cooling infusions made with *āragvadha* etc., and drinks mixed with *vatsaka* etc.  """,
832,astang_hriday_1_27-3985,रूक्षाः सक्षौद्रगोमूत्रास्तीक्ष्णोष्णकटुकाः कफे। त्रयस्ते सन्निपातेऽपि दोषान् घ्नन्ति यतः क्रमात्॥,"""In *kapha*, dry substances along with honey and cow's urine, and pungent, hot, and sharp substances [are beneficial]. Because these three gradually eliminate the *doṣas*, even in *sannipāta* [conditions].  """,
833,astang_hriday_1_27-3989,त्रिभ्यः परं बस्तिमतो नेच्छन्त्यन्ये चिकित्सकाः। न हि दोषश्चतुर्थोऽस्ति पुनर्दीयेत यं प्रति॥,"""Other physicians do not approve of *basti* [enemas] after three [days]. Indeed, there is no fourth fault that could be given in return.  """,
834,astang_hriday_1_27-3993,उत्क्लेशनं शुद्धिकरं दोषाणां शमनं क्रमात्। त्रिधैव कल्पयेद्वस्तिमित्यन्येऽपि प्रचक्षते॥,"""It gradually excites, purifies, and pacifies the doṣas. Others also say that one should imagine the enema to be of three kinds.  """,
835,astang_hriday_1_27-3997,दोषौषधादिबलतः सर्वमेतत्प्रमाणयेत्। सम्यङ्_निरूढलिङ्गं तु नासम्भाव्य निवर्तयेत्॥,"""One should ascertain all this based on the strength of the defect, the medicine, and so forth. But one should not discontinue [treatment] without fully developing and manifesting the characteristic symptoms (samyak nirūḍhaliṅga).  """,
836,astang_hriday_1_27-4001,प्राक्स्नेह एकः पञ्चाऽन्ते द्वादशास्थपनानि च। सान्वासनानि कर्मैव बस्तियस्रिंशदीरिताः॥,"""First, one oleation; at the end, five; and twelve applications. Along with the enema, actions [are] indeed thirty bastis, it is said.  """,
837,astang_hriday_1_27-4005,कालः पञ्चदशैकोऽत्र प्राक् स्नेहोऽन्ते त्रयस्तथा। षट्_ पञ्चबस्त्यन्तरिताः	योगोऽष्टौ बस्तयोऽत्र तु॥,"""Time is fifteen and one here; first oil, and then three at the end. Six, separated by five enemas; here, the combination is eight enemas.  """,
838,astang_hriday_1_27-4009,त्रयो निरूहाः स्नेहाश्च स्नेहावाद्यन्तयोरूभौ। स्नेहबस्तिं निरूहं वा नैकमेवाति शीलयेत्॥,"""Three *nirūha* enemas and oil enemas, and two oil enemas at the beginning and end. One should not excessively practice only an oil enema or a *nirūha* enema.  """,
839,astang_hriday_1_27-4013,उत्क्लेशाग्निवधौ स्नेहान्निरूहान्मरुतो भयम्। तस्मान्निरूढः स्नेह्यः स्यान्निरूह्यश्चानुवासितः॥,"""Destruction of the fire of afflictions, oil enemas, wind, fear. Therefore, unctuous substances should be administered as oil enemas, followed by decoction enemas.  """,
840,astang_hriday_1_27-4017,स्नेहशोधनयुक्त्यैवं बस्तिकर्म त्रिदोषचित्। ह्रस्वया स्नेहपानस्य मात्रया योजितः समः॥,"""Thus, the enema treatment (bastikarma), which cleanses and is suitable for oleation, pacifies the three doṣas.  It is balanced when combined with a small dose (hrasvayā) of oleation (snehapānasya mātrayā).  """,
841,astang_hriday_1_27-4021,मात्राबस्तिः स्मृतः स्नेहः	शीलनीयः सदा च सः। बालवृद्धाध्वभारस्रीव्ययामासक्तचिन्तकैः॥,"""*Mātrā-basti* is known as *sneha*; it should always be practiced, even by children, the elderly, those burdened by travel, women, and those whose minds are occupied with exertion.  """,
842,astang_hriday_1_27-4025,वातभग्नाबलाल्पाग्निनृपेश्वरसुखात्मभिः। दोषघ्नो निष्परीहारो बल्यः सृष्टमलः सुखः॥,"""By those afflicted by vāta, broken in strength, having weak digestive fire, kings, lords, those who are happy in themselves. [That which] destroys the doṣas, is without adverse effects, strengthening, easily excretable, and pleasant.  """,
843,astang_hriday_1_27-4029,बस्तौ रोगेषु नारीणां योनिगर्भाशयेषु च। द्वित्रास्थापनशुद्धेभ्यो विदध्याद्बस्तिमुत्तरम्॥,"""In diseases of the bladder, vagina and womb of women, after cleansing with two or three applications, one should administer an *uttara-basti*.  """,
844,astang_hriday_1_27-4033,आतुराङ्गुलमानेन तन्नेत्रं द्वादशाङ्गुलम्। वृत्तं गोपुच्छवन्मूलमध्ययोः कृतकर्णिकम्॥ सिद्धार्थकप्रवेशाग्रं श्लक्ष्णं हेमादिसम्भव्। कुन्दाश्वमारसुमनः पुष्पवृन्तोपमं दृढम्॥,"""Its eye measures twelve *aṅgulas* by the measure of a sick person's finger. Round, like a cow's tail at the root and in the middle, with a *karṇikā* made. The tip is like the entry of *siddhārthaka*, smooth, made of gold, etc. Firm, like the cluster of *kunda*, *aśvamāra*, and *sumanas* flowers.  """,
845,astang_hriday_1_27-4039,तस्य बस्तिर्मृदुलघुर्मात्रा शुक्तिर्विकल्प्य वा। अथ स्नाताशितस्यास्य स्नेहबस्तिविधानतः॥,"""His enema should be soft and light, the quantity being one śukti or optionally less. Thereafter, for him who has bathed and eaten, [proceed] according to the method for anointing enema.  """,
846,astang_hriday_1_27-4043,ऋजोः सुखोपविष्टस्य पीठे जानुसमे मृदौ। हृष्टे मेढ्रे स्थिते चर्जौ शनैः स्रोतोविशुद्धये॥ सूक्ष्मां शलाकां प्रणयेत्तया शुद्धेऽनुसेवनि। आमेहनान्तं नेत्रं च निष्कम्पगुदवत्ततः॥ पीडितेऽन्तर्गते स्नेहे स्नेहबस्तिक्रमो हितः। बस्तीननेन विधिना दद्यात् त्रींश्चतुरोऽपि वा॥,"""[The physician should insert] a fine probe slowly for the purification of the channel in a patient who is sitting comfortably on a soft seat of knee-height, with the penis erect and firm. When the anus is cleansed with it, the eye [of the urethral meatus] should be kept still until the end of urination, like the anus. When pressed, if the oil goes inside, the procedure of oil enema (snehavasti) is beneficial. In this way, three or four injections should be given.  """,
847,astang_hriday_1_27-4051,अनुवासनवच्छेषं सर्वमेवास्य चिन्तयेत्। स्रीणामार्तवकाले तु योनिर्गृह्णात्यपावृतेः॥,"""One should consider everything else about it as with an oil enema. In the case of women, during menstruation, the vagina accepts [semen] due to being open.  """,
848,astang_hriday_1_27-4055,विदधीत तदा तस्मादनृतावपि चात्यये। योनिविभ्रंशशूलेषु योनिव्यापद्यसृग्दरे॥,"""Then, in the case of danger, one should act accordingly, even if it is untrue, in cases of prolapse of the vulva, pain in the vulva, diseases of the vulva, and menorrhagia.  """,
849,astang_hriday_1_27-4059,"नेत्रं दसाङ्गुलं मुद्गप्रवेशं चतुरङ्गुलम्। अपत्यमार्गे योज्यं स्याद् द्व्यङ्गुलं मूत्रवर्त्मनि॥ मूत्रकृच्छ्रविकारेषु, बालानां त्वेकमङ्गुलम्। प्रकुञ्चो मध्यमा मात्रा, बालानां शुक्तिरेव तु॥","""The tube should be ten fingers long and four fingers wide at the opening for the *mudga*. It should be applied to the path of offspring [vagina/penis] and be two fingers [long] at the urinary passage.  In cases of urinary retention, it should be one finger [long] for children. A *prakuncha* is the medium dose, but for children, it is only a *shukti*.  """,
850,astang_hriday_1_27-4065,उत्तानायाः शयानायाः सम्यक् सङ्कोच्य सक्थिनी। ऊर्ध्वजान्वास्त्रिचतुरानहोरात्रेण योजयेत्॥ बस्तींस्रिरात्रमेवं च स्नेहमात्रां विवर्धयन्। त्र्यहमेव च विश्रम्य प्रणिदध्यात्पुनस्त्र्यहम्॥,"""Lying on her back, having properly contracted the thighs, with knees raised, one should administer [the enema] three or four times within a day and night.  Administering the enemas thus for three nights, gradually increasing the amount of oil, and resting for three days, one should apply [it] again for three days.  """,
851,astang_hriday_1_27-4071,पक्षाद्विरेको वमिते ततः पक्षान्निरूहणम्। सद्यो निरूडश्चान्वास्यः सप्तरात्राद्विरेचितः॥,"""A purgation should be given a fortnight after emesis, and then an Asthāpana-vasti. An Ānūvasana-vasti should be applied immediately after the Asthāpana-vasti, and a purgative should be given a week later.  """,
852,astang_hriday_1_27-4075,यथा कुसुम्भादियुतात्तोयाद्रागं हरेत्पटः। तथा द्रवीकृताद्देहाद्बस्तिर्निर्हरते मलान्॥,"""Just as a cloth removes color from water mixed with safflower, etc., so does an enema draw out impurities from a liquefied body.  """,
853,astang_hriday_1_27-4079,शाखागताः कोष्ठगताश्च रोगा मर्मोर्ध्वसर्वावयवाङ्गजाश्च। ये सन्ति तेषां न तु कश्चिदन्यो वायोः परं जन्मनि हेतुरस्ति॥ विट्_श्लेष्मपित्तादिमलोच्चयानां विक्षेपसंहारकरः स यस्मात्। तस्यातिवृंद्धस्य शमाय नान्य- द्वस्तेर्विना भेषजमस्ति किञ्चित्॥ तस्माच्चिकित्सार्ध इति प्रदिष्टः कृत्स्ना चिकित्साऽपि च बस्तिरेकैः। तथा निजागन्तुविकारकारि- रक्तौषधत्वेन सिराव्यधोऽपि॥,"""The diseases located in the branches (śākhā), located in the internal organs (koṣṭha), located above the vital spots (marma), located in all the limbs and parts of the body, for all of these, there is no other cause of origin except vāyu.  Because it scatters and gathers the accumulation of excrement, phlegm, bile, and other impurities, there is no other medicine except a *basti* enema to pacify it when it is excessively aggravated.  Therefore, it is said to be half of all treatment, and some say that *basti* alone is the complete treatment.  Likewise, bloodletting is indeed a medicine for sudden attacks of chronic diseases (*nija*), and for diseases caused by external factors (*āgantu*).  """,
854,astang_hriday_1_27-4092,इति श्रीवैद्यपतिसिंहगुप्तसूनुश्रीमद्वाग्भटविरचिता- यामष्टाङ्गहृदसंहितायां सूत्रस्थाने बस्तिवि- धिर्नामैकोनविंशतितमोऽध्यायः॥,"""Thus, in the Aṣṭāṅgahṛdayasaṃhitā, composed by the illustrious Vāgbhaṭa, son of Śrī Vaidyapati Siṃhagupta, in the Sūtrasthāna, the nineteenth chapter, called \""Mode of Enema,\"" is completed.  """,
855,astang_hriday_1_27-4095,02विंशोऽध्यायः अथातो नस्यविधिमध्यायं व्याख्यास्यामः। इति ह स्माहुरात्रेयादयो महर्षयः।,"""Now, the twentieth chapter. Now we shall expound the chapter on the procedure of nasal administration (nasya). Thus spoke the great sages Ātreya, etc.  """,
856,astang_hriday_1_27-4100,ऊर्ध्वजत्रुविकारेषु विशेषान्नस्यमिष्यते। नासा हि शिरसो द्वारं तेन तद्व्याप्य हन्ति तान्॥,"""In diseases located above the clavicle, nasal administration (*nasya*) is especially desirable. Because the nose is the gateway of the head, [the medicine administered] thereby pervades [the head] and cures those [diseases] pertaining to the head.  """,
857,astang_hriday_1_27-4104,विरेचनं बृंहणं च शमनं च त्रिधाऽपि तत्। विरेचनं शिरः शूलजाड्यस्यन्दगलामये॥,"""That [treatment] is threefold: purgation (*virecana*), nourishing therapy (*bṛṃhaṇa*), and palliative therapy (*śamana*).  Purgation (*virecana*) [alleviates] headaches, stiffness, discharge, and diseases of the throat.  """,
858,astang_hriday_1_27-4108,शोफगण्डकृमिग्रन्थिकुष्ठापस्मारपीनसे। बृंहणं वातजे शूले सूर्यावर्ते स्वरक्षये॥,"""For edema, tumors, worms, nodules, leprosy, epilepsy, rhinitis; Nourishing in pain caused by wind, *sūryāvarta* headache, and loss of voice.  """,
859,astang_hriday_1_27-4112,नासास्यशोषे वाक्सङ्गे कृच्छ्रबोधेऽवबाहुके। शमंनं नीलिकाव्यङ्गकेशदोषाक्षिराजिषु॥,"""In dryness of the nose and mouth, speech impediment, difficulty in understanding, and paralysis of the arms; [It is] pacifying in [diseases of] dark spots, blemishes, hair defects, and eye lines.  """,
860,astang_hriday_1_27-4116,यथास्वं यौगिकः स्नेहैर्यथास्वं च प्रसाधितैः। कल्कक्वाथादिभिश्चाद्यं मधुपट्वासवैरपि॥,"""They should be eaten, each separately, with fatty substances, each separately, and with things that have been clarified, as well as with *kalka* pastes, decoctions, and so forth, and also with honey, *paṭu*, and *āsava* wines.  """,
861,astang_hriday_1_27-4120,बृंहणं धन्वमांसोत्थरसासृक्_खपुरैरपि। शमनं योजयेत्पूर्वैः क्षीरेण सलिलेन वा॥,"""Nourishing meat soup and blood, along with *khapura*, should be used. Palliative measures, along with milk or water, should be employed as before.  """,
862,astang_hriday_1_27-4124,मर्शश्च प्रतिमर्शश्च द्विधा स्नेहोऽत्र मात्रया। कल्काद्यैरवपीडस्तु  तीक्ष्णैर्मूर्धविरेचनः॥ ध्मानं विरेचनश्चूर्णो युञ्ज्यात्तं मुखवायुना। षडङ्गुलद्विमुखया नाड्या भेषजगर्भया॥,"""Here, affection (*sneha*) is twofold, namely *marśa* and *pratimarśa*, [differing] in quantity.  *Avapīḍa* is [done] with a paste (*kalka*) etc., while *mūrdhavirecana* is a strong purgation [applied] to the head.  *Dhmāna* is a purgative powder (*virecana cūrṇa*) that should be applied with mouth-blown air, through a six-aṅgula long double-ended tube containing the medicine.  """,
863,astang_hriday_1_27-4130,स हि भूरितरं दोषं चूर्णत्वादपकर्षति। प्रदेशिन्यङ्गुलीपर्वद्वयान्मग्नसमुद्धृतात्॥,"""For, being pulverized, it removes a very great fault from [the body], [when it is] taken out submerged [in water] from two joints of the index finger.  """,
864,astang_hriday_1_27-4134,यावत्पतत्यसौ बिन्दुर्दशाष्टौ षट् क्रमेण ते। मर्शस्योत्कृष्टमध्योना मात्रास्ता एव च क्रमात्॥ बिन्दुद्वयोनाः कल्कादेः	योजयेन्न तु नावनम्। तोयमद्यगरस्नेह-पीतानां पातुमिच्छताम्॥,"""As long as that drop falls, those sixteen and six are in order. Those same measures are, in order, excellent, middling, and deficient for touching. One should not apply a nasal medication with a *bindu* [drop] less than two from *kalka* [paste] etc. For those wishing to drink water, alcohol, poison, oil, or *sneha* [fat].  """,
865,astang_hriday_1_27-4140,भुक्तभक्तशिरः स्नात-स्नातुकामस्रुतासृजाम्। नवपीनसवेगार्त-सूतिकाश्वासकासिनाम्॥ शुद्धानां दत्तबस्तीनां तथाऽनार्तवदुर्दिने। अन्यत्रात्ययिकाद्व्याधेः	अथ नस्यं प्रयोजयेत्॥,"""For those whose heads are wet from eating, bathing, wanting to bathe, or [from] flowing blood; for those afflicted by the force of a new cold, or for women in childbed, or those suffering from dyspnea or cough; for those who are purified, or who have been given enemas, and also in unfavorable weather without menstruation; except in another emergency due to illness, then nasal medication should be administered.  """,
866,astang_hriday_1_27-4146,"प्रातः श्लेष्मणि, मध्याह्ने पित्ते, सांयन्निशोश्चले। स्वस्थवृत्ते तु पूर्वाह्णे शरत्कालवसन्तयोः।14।। शीते मध्यन्दिने, ग्रीष्मे सायं वर्षाषु सातपे। वाताभिभूते शिरसि हिध्मायामपतानके॥ मन्यास्तम्भे स्वरभ्रंशे सायंप्रातर्दिने दिने। एकाहन्तारमन्यत्र सप्ताहं च तदाचरेत्॥","""In the morning [there is an increase of] phlegm, at midday [there is an increase of] bile, and in the evening and at night [there is an increase of] wind. In healthy routines, however, [one should practice *neti*] in the forenoon, and during the autumn and spring seasons. 14.  In winter [one should practice *neti*] at midday, in summer in the evening, and during the rainy season when it is sunny. When wind is dominant in the head, in hiccups, dyspnea, and convulsions, In stiffness of the neck and loss of voice, [one should practice *neti*] evening and morning, day after day. One should do it for one day, otherwise for a week.  """,
867,astang_hriday_1_27-4154,स्निग्धस्विन्नोत्तमाङ्गस्य प्राक्कृतावश्यकस्य च। निवातशयनस्थस्य जत्रूर्ध्वं स्वेदयेत् पुनः॥ अथोत्तानर्जुदेहस्य पाणिपादे प्रसारिते। किञ्चिदुन्नतपादस्य किञ्चिन्मूर्धनि नामिते॥ नासापुटं पिधायैकं पर्यायेण निषेचयेत्। उष्णाम्बुतप्तं भैषज्यं प्रणाड्या पिचुनाऽथवा॥ दत्ते पादतलस्कन्ध-हस्तकर्णादि मर्दयेत्। शनैरुच्छिद्य निष्ठीवेत्पार्श्वयोरुभयोस्ततः॥ आभेषजक्षयादेवं द्विस्त्रिर्वा नस्यामाचरेत्। मूर्च्छायां शीततोयेन सिञ्चेत्परिहरन् शिरः॥,"""For one whose head has been oiled and sweated, who has performed the necessary preliminary procedures, and who is lying in a sheltered bed, sweating should be induced again above the collarbone.  Then, with the body supine and straight, the hands and feet extended, the feet slightly elevated, and the head slightly lowered,  one nostril should be closed, and alternately, the medicine heated with warm water should be instilled through a tube or cotton swab.  After instillation, the soles of the feet, shoulders, hands, ears, etc., should be massaged.  Then, slowly spitting out to both sides,  one should perform *nasya* (nasal administration) in this way two or three times until the medicine is exhausted.  In case of fainting, sprinkle with cold water, avoiding the head.  """,
868,astang_hriday_1_27-4166,"स्नेहं विरेचनस्यान्ते दद्याद्दोषाद्यपेक्षया। नस्यन्ते वाक्शतं तिष्ठेदुत्तनः, धारयेत्ततः॥","""At the end of purgation, one should administer oil (*sneha*) depending on the doṣas, etc. One should remain supine while administering nasal medication (*nasya*) for a hundred words, and then hold it [in].  """,
869,astang_hriday_1_27-4170,धूमं पीत्वा कवोष्णाम्बुकवलान् कण्ठशुद्धये। सम्यक्_स्निग्धे सुखोच्छ्_वासस्वप्नबोधाक्षपाटवम्॥,"""Drinking smoke and taking lukewarm water gargles purifies the throat, [resulting in] proper unctuousness, comfortable breathing, sleep, awakening, and clarity of the eyes.  """,
870,astang_hriday_1_27-4174,रूक्षेऽक्षिस्तब्धता शोषो नासास्ये मूर्धशून्यता। स्निग्धेऽपि कण्डूगुरुताप्रसेकारुचिपीनसाः॥,"""In the rough type, there are stiffness of the eyes, dryness, and emptiness in the nose, mouth, and head.  In the unctuous type, there are itching, heaviness, salivation, distaste, and coryza.  """,
871,astang_hriday_1_27-4178,"सुविरिक्तेऽक्षिलघुतावक्रस्वरविशुद्धयः। दुर्विरिक्ते गदोद्रेकः, क्षामताऽतिविरेचिते॥","""With proper purgation, there is clarity of the eyes, lightness, a good voice, and purity. With improper purgation, there is an excess of disease; with over-purgation, there is emaciation.  """,
872,astang_hriday_1_27-4182,प्रतिमर्शः क्षतक्षामबालवृद्धसुखात्मसु। प्रयोज्योऽकालवर्षेऽपि न त्विष्टो दुष्टपीनसे॥,"""*Pratimarsha* is applicable for those who are wounded, emaciated, young, old, comfortable, and self-controlled. It can be used even when it is not the rainy season, but it is not desirable for those with severe colds.  """,
873,astang_hriday_1_27-4186,"मद्यपीतेऽबलश्रोत्रे कृमिदूषितमूर्धनि। उत्कृष्टोत्क्लिष्टदोषे च, हीनमात्रतया हि सः॥","""When alcohol has been drunk, the ears are weak, the head is infested with worms, and the doṣas are excessively aggravated; these are all due to taking it in insufficient quantity.  """,
874,astang_hriday_1_27-4190,"निशाहर्भुक्तवान्ताहः स्वप्नाध्वश्रमरेतसाम्। शिरोभ्यञ्जनगण्डूष-प्रस्रावाञ्जनवर्चसाम्॥ दन्तकाष्ठस्य हासस्य योज्योऽन्तेऽसौ द्विबिन्दुकः। पञ्चसु स्रोतसां शुद्धिः, क्लम-नाशस्त्रिषु क्रमात्॥","""After night, day, eating, vomiting, daytime sleep, travel, exertion, and seminal emission; After head massage, gargling, urination, eye ointment, and defecation; After a toothbrush, and laughter, this *dvibinduka* should be used at the end. Purification of the five channels, and alleviation of fatigue in three instances, [should be done] in sequence.  """,
875,astang_hriday_1_27-4196,"दृग्बलं पञ्चसु, ततो दन्तदार्ढ्यं मरुच्छमः। न नस्यमूनसप्ताब्दे नातीताशीतिवत्सरे॥","""Strength of vision in the five [years], then firmness of teeth and pacification of wind. Nasal medication is not [recommended] in the seventh year, nor in the year after eighty.  """,
876,astang_hriday_1_27-4200,"न चोनाष्टाशे धूमः, कवलो नोनपञ्चमे। न शुद्धिरूनदशमे न चातिक्रान्तसप्ततौ॥","""There is no smoke when it is less than one-eighth [part], nor a mouthful when it is less than one-fifth. There is no purification when it is less than one-tenth, nor [impurity] when it is beyond seventy.  """,
877,astang_hriday_1_27-4204,आजन्ममरणं शस्तः प्रतिमर्शस्तु बस्तिवत्। मर्शवच्च गुणान् कुर्यात्स हि नित्योपसेवनात्॥ न चात्र यन्त्रणा नापि व्यापद्भ्यो मर्शवद्भयम्। तैलमेव च नस्यार्ते नित्याभ्यासेन शस्यते॥,"""Ājanmamaraṇaṃ śastaḥ pratimarśastu bastivat. Marśavacca guṇān kuryātsa hi nityopasevanāt|| Na cātra yantraṇā nāpi vyāpadbhyo marśavadbhayam. Tailameva ca nasyārte nityābhyāsena śasyate||  Pratimarsha is praised from birth until death, like an enema (basti). And like marsha, it produces good qualities because of constant use. Here, there is neither restraint nor fear from dangers, as with marsha. Oil alone is recommended for one suffering from nasal disorders, through constant practice.  """,
878,astang_hriday_1_27-4210,शिरसः श्लेष्मधामत्वात्स्नेहाः स्वस्थस्य नेतरे। आशुकृच्चिरकारित्वं गुणोत्कर्षापकृष्टता॥,"""Because the head is the abode of phlegm, oleation therapies are not for healthy individuals, but for others. Quickness of action, slowness to act, excellence of qualities, and inferiority.  """,
879,astang_hriday_1_27-4214,मर्शे च प्रतिमर्शे च विशेषो न भवेद्यदि। को मर्शं सपरीहारं सापदं च भजेत्ततः॥ अच्छपान-विचाराख्यौ कुटीवातातपस्थिती। अन्वासमात्रावस्ती च तद्वदेव विनिर्दिशेत्॥,"""If there were no distinction between tolerance (*marśa*) and intolerance (*pratimarśa*), who would cultivate tolerance, which is accompanied by difficulties and dangers?  The states of dwelling in a hut, wind, and sun, known as *acchapāna-vicāra*, as well as *anvāsa*, *mātrāvastī*, and so on, should be similarly explained.  """,
880,astang_hriday_1_27-4220,जीवन्तीजलदेवदारुजलद-त्वक्_सेव्यगोपीहिमं दर्वीत्वङ्भधुकप्लवागुरुवरीपुण्ड्राह्वबिल्वोत्पलम्। धावन्यौ सुरभिः स्थिरे कृमिहरं पत्रं त्रुटिं रेणुकां किञ्जल्कं कमलाह्वयं शतगुणे दिव्येऽम्भसि क्वाथयेत्॥ तैलाद्रसं दशगुणं परिशेष्य तेन तैलं पचेच्च सलिलेन दशैव वारान्। पाके क्षिपेच्च दशमे सममाजदुग्धं नस्यं महागुणमुशन्त्यणुतैलमेतत्॥,"""Decoct jīvantī, water, devadāru, jalada, cinnamon, ushira, gopī, and hima; dhāvanī, fragrant substances, sthirā, kṛmihara leaves, ela, reṇukā, kiñjalka, and lotus in divine water one hundred times [their weight].  Retain one-tenth [of the original quantity] of the juice from the oil, and with that, cook the oil ten times with water.  At the tenth stage of cooking, add an equal quantity of goat's milk. This aṇu oil, used as nasal drops, is highly beneficial.  """,
881,astang_hriday_1_27-4230,घनोन्नतप्रसन्नत्वक्_स्कन्धग्रीवास्यवक्षसः। दृढेन्द्रियास्त्वपलिता भवेयुर्नस्यशीलिनः॥,"""Those who are in the habit of nasal medication will have dense, raised, and clear skin, shoulders, necks, faces, and chests; they will have firm senses and un-grayed hair.  """,
882,astang_hriday_1_27-4233,इति श्रीवैद्यपतिसिंहगुमप्रसूनुश्रीमद्वाग्भचविरचिता- यामष्टाङ्गहृदयसंहितायां सूत्रस्थाने नस्य- विधिर्नाम विंशोऽध्यायः॥,"""Thus, in the Aṣṭāṅgahṛdayasaṃhitā, composed by Śrī Vāgbhaṭa, son of the physician Śrī Siṃhagupta, in the Sūtrasthāna, the twentieth chapter is entitled \""The Procedure for Nasal Medication.\""  """,
883,astang_hriday_1_27-4240,02एकविंशतितमोऽध्यायः अथातो धूमपानविधिमध्यायं व्याख्यास्यामः। इति ह स्माहुरात्रेयादयो महर्षयः।,"""The twenty-first chapter. Now, therefore, we shall explain the chapter on the method of inhaling smoke. Thus spoke the great sages Ātreya, etc.  """,
884,astang_hriday_1_27-4244,जत्रूर्ध्वकफवातोत्थविकाराणामजन्मने। उच्छेदाय च जातानां पिबेद्धूमं सदाऽऽत्मवान्॥,"""To prevent diseases arising from deranged *kapha* and *vāta* above the collarbone (jatru), and to eradicate those that have already arisen, the self-controlled person should always inhale smoke.  """,
885,astang_hriday_1_27-4248,"स्निग्धो मध्यः स तीक्ष्णश्च, वाते वातकफे कफे। योज्यो न रक्तपित्तार्तिविरिक्तोदरमेहिषु॥","""[Use] unctuous [purgatives] when *vāta* is aggravated, moderate [purgatives] when *vāta* and *kapha* are aggravated, and strong [purgatives] when *kapha* is aggravated. [Purgatives] should not be administered to those suffering from bleeding disorders (rakta-pitta), pain, those who have undergone purgation (virikta), abdominal diseases, or diabetes.  """,
886,astang_hriday_1_27-4252,तिमिरोर्ध्वानिलाध्मानरोहिणीदत्तवस्तिषु। मत्स्यमद्यदधिक्षीरक्षौद्रस्नेहविषाशिषु॥ शिरस्यभिहते पाण्डुरोगे जागरिते निशि। रक्तपित्तान्ध्यबाधिर्यतृण्मूर्च्छामदमोहकृत्॥,"""In cases of *timira* (darkness in front of the eyes), upward movement of *anila* (wind), bloating, *rohiṇī* (diphtheria), and after administration of a *vasti* (enema); [also] in those who consume fish, alcohol, yogurt, milk, honey, fats, and poison; in cases of head injury, *pāṇḍuroga* (anemia), sleeplessness at night; [it] causes *raktapitta* (bleeding disorders), blindness, deafness, thirst, fainting, intoxication, and delusion.  """,
887,astang_hriday_1_27-4258,धूमोऽकालेऽतिपीतो वा तत्र शीतो विधिर्हितः। क्षुतजृम्भितविण्मूत्रस्त्रिसेवाशस्त्रकर्मणाम्॥,"""When smoke is drunk out of season or excessively, a cooling procedure is beneficial there. [Gulma can be caused] by sneezing, yawning, feces, urine, excessive indulgence, surgical operations, etc.  """,
888,astang_hriday_1_27-4262,हासस्य हन्तकाष्ठस्य धूममन्ते पिबेन्मृदुम्। कालेष्वेषु निशाहारनावनान्ते च मध्यमम्॥ निद्रानस्याञ्जनस्नानच्छर्दितान्ते विरेचनम्। वस्तिनेत्रसमद्रव्यं त्रिकोशं कारयेदृजु॥,"""At the end, one should gently drink the smoke of the *hantakāṣṭha* until laughter arises. At these times, after night meals and after nasal administrations, one should use a moderate amount. After sleep, nasal medication, *añjana*, bathing, and vomiting, [and] after purgation. One should prepare a *trikośa* enema with ingredients that are the same for both *vasti* and *netra*, and insert it straight.  """,
889,astang_hriday_1_27-4268,मूलाग्रेऽङ्गुष्ठकोलास्थिप्रवेशं धूमनेत्रकम्। तीक्ष्मस्नेहनमध्येषु त्रीणि चत्वारि पञ्च च॥,"""The entry of the fumigation cannula into the root, tip, thumb, jujube seed, and bone; in the sharp, unctuous, and medium [methods, the number of applications is] three, four, or five.  """,
890,astang_hriday_1_27-4272,अङ्गुलानां क्रमात्पातुः प्रमाणेनाष्टकानि तत्। ऋजूपविष्टस्तच्चेता विवृतास्यस्त्रिपर्ययम्॥,"""The eight [units] of the measure of the protector should be in proportion to the fingers. One should sit upright, with his mind on that, and with his mouth open, three times in succession.  """,
891,astang_hriday_1_27-4276,पिधाय च्छिद्रमेकैकं धूमं नासिकया पिबेत्। प्राक् पेिबेन्नासयोत्क्लिष्टे दोषे घ्राणशिरोगते॥,"""Closing one nostril at a time, one should inhale the smoke through the other nostril.  First, one should inhale when the doṣas located in the nose and head are aggravated.  """,
