refno,type,text
vetalkatha_vetalkatha_L2030,prose,"वेतालः एवम् कथाम् समाप्य अवदत् - ""अये राजन्! अरुणा मुनेः अनुग्रहस्य योग्यम् उपयोगम् न कृतवती इति भाति मम।"
vetalkatha_vetalkatha_L2031,prose,"मुनेः वरस्य बलात् सा धनिककुलीयायाः स्नुषा भवितुम्, अपारम् ऐश्वर्यम् प्राप्तुम्, सुखम् अनुभवितुम् वा अशक्ष्यत्।"
vetalkatha_vetalkatha_L2032,prose,किन्तु सा तथा न कृतवती।
vetalkatha_vetalkatha_L2033,prose,"स्वबान्धवानाम् हिताय अपि वरस्य उपयोगम् न कृतवती, अपि तु सामान्यस्य भीमस्य निमित्तम् कृतवती।"
vetalkatha_vetalkatha_L2034,prose,किम् तया युक्तम् कृतम्? किम् सा अविवेकिनी न? भीमस्य साहाय्यम् कुर्वत्या तया किम् वा साधितम्? एवम् मम अनेके सन्देहाः सन्ति।
vetalkatha_vetalkatha_L2035,prose,"एतेषाम् सन्देहानाम् समुचितम् उत्तरम् यदि भवान् जानन् अपि न वदेत् तर्हि भवतः शिरः सहस्रधा भग्नम् भवेत्"" इति।"
vetalkatha_vetalkatha_L2036,prose,"तदा मौनेन स्थातुम् अशक्तः त्रिविक्रमः अवदत् - ""विवाहानन्तरम् पुत्री सुखेन भवतु इति सर्वे मातापितरः इच्छन्ति।"
vetalkatha_vetalkatha_L2037,prose,अरुणायाः मातापित्रोः अपि तादृशी इच्छा आसीत् एव।
vetalkatha_vetalkatha_L2038,prose,अतः अरुणा तयोः इच्छायाः पूरणम् कुर्वती स्वसुखम् अपि साधितवती।
vetalkatha_vetalkatha_L2039,prose,तरुणाः प्रायः सहनावन्तः न भवन्ति।
vetalkatha_vetalkatha_L2040,prose,किन्तु भीमः सहनशीलः गुणवान् च।
vetalkatha_vetalkatha_L2041,prose,अतः अरुणा तम् परिणेतुम् इष्टवती।
vetalkatha_vetalkatha_L2042,prose,भाविन्याः श्वश्र्वाः स्वभावस्य परिवर्तनार्थम् वरस्य उपयोगः कृतवती च।
vetalkatha_vetalkatha_L2043,prose,वरबलात् धनम् सम्पादयितुम् शक्यम् आसीत्।
vetalkatha_vetalkatha_L2044,prose,किन्तु ततः सुखम् प्राप्येत इति कः निश्चयः? अतः अरुणा सुखम् एव प्राप्तुम् निश्चितवती।
vetalkatha_vetalkatha_L2045,prose,"बुद्धिमत्ता यदि स्यात् तर्हि धनप्राप्तिः न क्लेशाय खलु? अतः तस्याः निर्णयः योग्यः बुद्धिमत्तापूर्णः च"" इति।"
vetalkatha_vetalkatha_L2046,prose,एवम् वदता त्रिविक्रमेण मौनभङ्गः कृतः आसीत्।
vetalkatha_vetalkatha_L2047,prose,अतः शवान्तर्गतः वेतालः ततः अदृश्यः भूत्वा यथापूर्वम्  वृक्षस्य शाखाम् अवलम्बितवान्।
vetalkatha_vetalkatha_L2048,title,16. स्वार्थी (03/02)
vetalkatha_vetalkatha_L2049,prose,दृढव्रती त्रिविक्रमः पुनरपि वृक्षस्य समीपम् गत्वा वृक्षम् आरुह्य शाखायाम् लम्बमानम् शवम् स्कन्धे आरोप्य अधः आगतवान्।
vetalkatha_vetalkatha_L2050,prose,ततः यथापूर्वम् मौनेन श्मशानाभिमुखम् प्रस्थितवान् च।
vetalkatha_vetalkatha_L2051,prose,"तदा शवान्तर्गतः वेतालः अवदत् - ""अये राजन्! 'श्मशानमार्गे क्रूरजन्तवः सन्ति, मध्यरात्रसमये भूतप्रेतादयः सञ्चरन्ति, अन्धकारबहुले एतस्मिन् काले अपायः यदा कदाचित् अपि सम्भवेत्' इति अहम् बहुधा भवन्तम् स्मारितवान्।"
vetalkatha_vetalkatha_L2052,prose,तथापि भवान् मम वचने श्रद्धावान् न जातः इति तु खेदस्य विषयः।
vetalkatha_vetalkatha_L2053,prose,अहम् भवतः हितचिन्तकः।
vetalkatha_vetalkatha_L2054,prose,भवतः स्थितिः उत्तमा भवतु इति एषा एव मम इच्छा।
vetalkatha_vetalkatha_L2055,prose,भवतः जागरणार्थम् कवेः स्पन्दनदासस्य कथाम् श्रावयामि।
vetalkatha_vetalkatha_L2056,prose,"श्रद्धया शृणोतु तावत्"" इति।"
vetalkatha_vetalkatha_L2057,prose,अनन्तरम् वेतालेन कथा आरब्धा –
vetalkatha_vetalkatha_L2058,prose,स्पन्दनदासः दुर्गापुरस्य निवासी।
vetalkatha_vetalkatha_L2059,prose,सः युवकः।
vetalkatha_vetalkatha_L2060,prose,कवितारचने सः सिद्धहस्तः।
vetalkatha_vetalkatha_L2061,prose,यत् किञ्चित् वस्तु अधिकृत्य क्षणाभ्यन्तरे काव्यम् रचयति स्म सः।
vetalkatha_vetalkatha_L2062,prose,तस्य एतत् सामर्थ्यम् दृष्ट्वा जनाः आश्चर्यचकिताः भवन्ति स्म।
vetalkatha_vetalkatha_L2063,prose,तस्य कविताम् श्रद्धया शृण्वन्ति स्म अपि।
vetalkatha_vetalkatha_L2064,prose,आनन्दस्य प्रतिफलरूपेण तस्मै धनम् यच्छन्ति स्म ते।
vetalkatha_vetalkatha_L2065,prose,अतः तस्य जीवनम् सुखेन यापितम् भवति स्म।
vetalkatha_vetalkatha_L2066,prose,ग्रामे सुन्दरम् गृहम् आसीत् तस्य।
vetalkatha_vetalkatha_L2067,prose,समृद्धा कृषिभूमिः अपि आसीत्।
vetalkatha_vetalkatha_L2068,prose,प्रभूतम् धनम् सम्पादितवान् आसीत् सः।
vetalkatha_vetalkatha_L2069,prose,यदा जीवनम् सुव्यवस्थितम् जातम् तदा विवाहे मतिम् कृतवान् सः।
vetalkatha_vetalkatha_L2070,prose,सुन्दरी कन्या परिणीता अपि।
vetalkatha_vetalkatha_L2071,prose,अथ कदाचित् तस्मिन् ग्रामे क्षामः आगतः।
vetalkatha_vetalkatha_L2072,prose,वर्षद्वयतः अनावृष्टिः बाधते स्म तत्र।
vetalkatha_vetalkatha_L2073,prose,धनिकाः तु विना क्लेशम् जीवन्ति स्म।
vetalkatha_vetalkatha_L2074,prose,किन्तु निर्धनानाम् दशा शोचनीया जाता आसीत्।
vetalkatha_vetalkatha_L2075,prose,उदरम् कथम् पूरणीयम् इति तेषाम् समस्या।
vetalkatha_vetalkatha_L2076,prose,केचन ग्रामत्यागविचारम् अपि चिन्तयन्तः आसन्।
vetalkatha_vetalkatha_L2077,prose,"जगदीशः नाम युवकः अनेकान् ग्रामान् दृष्ट्वा आगत्य जनान् अवदत् - ""एतस्मिन् ग्रामे किम् अस्ति इदानीम्? पत्रपुरनामकः ग्रामः समृद्धः, अस्माकम् वासार्थम् योग्यः च अस्ति।"
vetalkatha_vetalkatha_L2078,prose,तत्र कोऽपि उद्योगः प्राप्येत।
vetalkatha_vetalkatha_L2079,prose,"अतः वयम्  सर्वे एतम्  ग्रामम्  परित्यज्य तम् एव ग्रामम्  गच्छाम"" इति।"
vetalkatha_vetalkatha_L2080,prose,ग्रामस्य ज्येष्ठाः ग्रामत्यागविचारम् न अङ्गीकृतवन्तः।
vetalkatha_vetalkatha_L2081,prose,"ते जगदीशम् उक्तवन्तः - ""भवतः वचनम् युक्तम् एव स्यात्।"
vetalkatha_vetalkatha_L2082,prose,किन्तु वयम् तु एतम् ग्रामम् त्यक्तुम् न इच्छामः।
vetalkatha_vetalkatha_L2083,prose,"स्पन्दनदासस्य कवितानाम् श्रवणस्य भाग्यम् अन्यग्रामे कथम् प्राप्येत? यदि स्पन्दनदासः अस्माभिः सह आगच्छेत् तर्हि वयम् ग्रामत्यागम् चिन्तयेम"" इति।"
vetalkatha_vetalkatha_L2084,prose,"तदा जगदीशः स्पन्दनदासम् दृष्ट्वा प्रवृत्तम् सर्वम् निवेद्य अवदत् - ""भवान् अपि अस्माभिः सह आगच्छतु।"
vetalkatha_vetalkatha_L2085,prose,"तेन ग्रामस्य ज्येष्ठाः अपि ग्रामत्यागम् अङ्गीकुर्युः"" इति।"
vetalkatha_vetalkatha_L2086,prose,जगदीशस्य वचनम् श्रुत्वा स्पन्दनदासः दिग्भ्रान्तः।
vetalkatha_vetalkatha_L2087,prose,"सः झटिति ग्रामप्रमुखसमीपम् गत्वा - ""ग्रामजनाः ग्रामत्यागम् चिन्तयन्तः सन्ति।"
vetalkatha_vetalkatha_L2088,prose,"एतस्य निवारणार्थम् भवान् किमपि करोतु"" इति प्रार्थितवान्।"
vetalkatha_vetalkatha_L2089,prose,"तदा ग्रामप्रमुखः असहायकताम् प्रदर्शयन् उक्तवान् - ""वयम् किम् कर्तुम् शक्नुयाम? अहम् महाराजम् अत्रत्यस्थितिम् निवेदितवान्।"
vetalkatha_vetalkatha_L2090,prose,किन्तु कोऽपि परिणामः न जातः।
vetalkatha_vetalkatha_L2091,prose,अतः गन्तुम् इच्छवः गच्छन्तु नाम।
vetalkatha_vetalkatha_L2092,prose,"तान् प्रतिरोद्धुम् वयम् असमर्थाः"" इति।"
vetalkatha_vetalkatha_L2093,prose,"प्रतिवचनम् किमपि वक्तुम् असमर्थः स्पन्दनदासः जगदीशसमीपम् प्रत्यागत्य - ""भवन्तः आहत्य द्विशतम् जनाः सन्ति खलु? भवताम् भोजनादिनिमित्तम् अहम् प्रतिदिनम् एकैकस्मै यावत् आवश्यकम् तावत् धनम् ददामि।"
vetalkatha_vetalkatha_L2094,prose,एतम् व्ययभारम् अहम् निर्वक्ष्यामि।
vetalkatha_vetalkatha_L2095,prose,"केनापि ग्रामः न परित्यक्तव्यः"" इति।"
vetalkatha_vetalkatha_L2096,prose,"एतत् श्रुत्वा आश्चर्यम् अनुभवन् जगदीशः अवदत् - ""भवतः दानबुद्धिः निश्चयेन प्रशंसार्हा।"
vetalkatha_vetalkatha_L2097,prose,"किन्तु भवान् कति दिनानि एवम् दातुम् शक्नुयात्? अन्यः कोऽपि परिहारोपायः चिन्तनीयः एव खलु?"" इति।"
vetalkatha_vetalkatha_L2098,prose,"तदा स्पन्दनदासः अवदत् - ""तद्विषये अपि चिन्तितम् मया।"
vetalkatha_vetalkatha_L2099,prose,दिनद्वयम् अहम् ग्रामे सर्वत्र अटिष्यामि।
vetalkatha_vetalkatha_L2100,prose,जनानाम् कष्टानि स्वयम् द्रक्ष्यामि।
vetalkatha_vetalkatha_L2101,prose,ततः तानि अधिकृत्य कविताः लेखिष्यामि।
vetalkatha_vetalkatha_L2102,prose,ताः कविताः महाराजम् श्रावयिष्यामि।
vetalkatha_vetalkatha_L2103,prose,तासाम् श्रवणात् महाराजस्य हृदये अवश्यम् करुणा उत्पद्येत।
vetalkatha_vetalkatha_L2104,prose,यदि मया साफल्यम् न प्राप्यते तर्हि अहम् कवितालेखनप्रवृत्तिम् एव परित्यक्ष्यामि।
vetalkatha_vetalkatha_L2105,prose,"एतम् ग्रामम् अपि पुनः न प्रवेक्ष्यामि"" इति।"
vetalkatha_vetalkatha_L2106,prose,स्ववचनस्य अनुसारम् सः ग्रामे दिनद्वयम् अटितवान्।
vetalkatha_vetalkatha_L2107,prose,प्रजानाम् कष्टस्य दर्शनात् तस्मिन् कवितारचनास्फूर्तिः उद्गता।
vetalkatha_vetalkatha_L2108,prose,सः भावपूर्णाः कविताः रचितवान्।
vetalkatha_vetalkatha_L2109,prose,तासु प्रजानाम् दुर्दशा ममस्पर्शितया चित्रिता आसीत्।
vetalkatha_vetalkatha_L2110,prose,कठोरहृदयस्य अपि अन्तरङ्गस्य विद्रावणे समर्थाः आसन् ताः।
vetalkatha_vetalkatha_L2111,prose,ताः स्वीकृत्य सः राजधानीम् प्रति प्रस्थितवान्।
vetalkatha_vetalkatha_L2112,prose,मार्गे अपि तेन दारुणस्थितयः दृष्टाः।
vetalkatha_vetalkatha_L2113,prose,ताः अधिकृत्य अपि सः कविताः रचितवान्।
vetalkatha_vetalkatha_L2114,prose,राजधानीम् प्राप्य राजास्थानम् प्रवेष्टुम् उद्युक्तः सः द्वारपालेन अवरुद्धः।
vetalkatha_vetalkatha_L2115,prose,"तदा स्पन्दनदासः - ""अहम् विष्णुभक्तः अस्मि।"
vetalkatha_vetalkatha_L2116,prose,राजा विष्णुस्वरूपी।
vetalkatha_vetalkatha_L2117,prose,जयविजयौ इव किमर्थम् माम् राजदर्शनात् निवारयति भवान्? यदि अहम् क्रुद्धः स्याम् तर्हि शापेन भवन्तम् राक्षसम् कुर्याम्।
vetalkatha_vetalkatha_L2118,prose,"जागरूकः भवतु"" इति एतम् भावम् पद्यरूपेण उक्तवान्।"
vetalkatha_vetalkatha_L2119,prose,रक्षकभटाः तस्य श्रेष्ठताम् ज्ञात्वा झटिति अन्तः गत्वा राजानम् प्रवृत्तम् सर्वम् उक्तवन्तः।
vetalkatha_vetalkatha_L2120,prose,राजा तान् आज्ञापितवान् - 'अविलम्बेन तम् अन्तः प्रवेशयन्तु' इति।
vetalkatha_vetalkatha_L2121,prose,स्पन्दनदासः राजसभाम् प्रविष्टवान्।
vetalkatha_vetalkatha_L2122,prose,सः राजानम् नमस्कृत्य दुर्गापुरग्रामवासिनाम् दुर्गतेः परिचायिकाः कविताः श्रावितवान्।
vetalkatha_vetalkatha_L2123,prose,"तासाम् श्रवणतः राज्ञः, आस्थानिकानाम् च हृदयम् करुणया पूर्णम् जातम्।"
vetalkatha_vetalkatha_L2124,prose,"राजा झटिति मन्त्रिणम् आहूय आज्ञापितवान् - ""दुर्गापुरम् प्रति अपेक्षितम् साहाय्यम् प्रापयतु"" इति।"
vetalkatha_vetalkatha_L2125,prose,"ततः सः स्पन्दनदासम् दृष्ट्वा अवदत् - ""कविवर्य! भवतः कविताः माम् योग्यक्रमेण अजागरयन्।"
vetalkatha_vetalkatha_L2126,prose,दुर्गापुरम् यथा तथैव अन्ये ग्रामाः अपि दुरवस्थाग्रस्ताः स्युः।
vetalkatha_vetalkatha_L2127,prose,"तेषाम् कृते अपि योग्यम् साहाय्यादिकम् अद्यैव प्रेषयिष्यामि"" इति।"
vetalkatha_vetalkatha_L2128,prose,एतस्य श्रवणात् स्पन्दनदासः सन्तृप्तः।
vetalkatha_vetalkatha_L2129,prose,ततः सः प्राकृतिकदृश्यानि अधिकृत्य रचितानि कानिचित् पद्यानि श्रावितवान्।
vetalkatha_vetalkatha_L2130,prose,तस्मात् राज्ञः आस्थानिकानाम् च मनः प्रसन्नम् जातम्।
vetalkatha_vetalkatha_L2131,prose,सर्वे हर्षध्वनिम् उत्पादितवन्तः।
vetalkatha_vetalkatha_L2132,prose,"राजा उक्तवान् - ""भवान् आस्थानकविपदम् अलङ्करोतु"" इति।"
vetalkatha_vetalkatha_L2133,prose,"स्पन्दनदासः अवदत् -""मद्ग्रामवासिनाम् सम्मतिः अस्ति चेत् एव एतत् सम्भवेत्"" इति।"
vetalkatha_vetalkatha_L2134,prose,"जगदीशः श्रुतवान् यत् राजा स्पन्दनदासस्य विज्ञप्तिम् अङ्गीकृतवान् अस्ति, तस्य सत्कारम् अपि कृतवान् अस्ति।"
vetalkatha_vetalkatha_L2135,prose,अतः सः झटिति एव राजधानीम् प्रति गतवान्।
vetalkatha_vetalkatha_L2136,prose,"राजानम् दृष्ट्वा सः अवदत् - ""प्रभो! स्पन्दनदासस्य कविताः अस्मद्ग्रामवासिनाम् प्राणेभ्यः अपि प्रियाः सन्ति।"
vetalkatha_vetalkatha_L2137,prose,कविताश्रवणभाग्यार्थम् ते बुभुक्षया अपि स्थातुम् सिद्धाः।
vetalkatha_vetalkatha_L2138,prose,अस्मत्तः एतादृशस्य महात्मनः दूरीकरणम् न युक्तम्।
vetalkatha_vetalkatha_L2139,prose,स्पन्दनदासम् एव अस्मद्ग्रामस्य प्रमुखम् करोतु।
vetalkatha_vetalkatha_L2140,prose,"सः अस्माकम् योगक्षेमादिकम् निर्वक्ष्यति"" इति।"
vetalkatha_vetalkatha_L2141,prose,"किन्तु स्पन्दनदासः जगदीशस्य वचनम् खण्डयन् -""मम अनुपस्थितौ अपि दुर्गापुरीयाः सुखेन स्थातुम् अर्हन्ति एव।"
vetalkatha_vetalkatha_L2142,prose,मम जीवनम् अशाश्वतम्।
vetalkatha_vetalkatha_L2143,prose,मम अवलम्बनेन किम्? तेषाम् तु आवश्यकता अन्नवस्त्रनिद्रादीनाम्।
vetalkatha_vetalkatha_L2144,prose,तन्निमित्तम् ते प्रयत्नम् कुर्वन्तु।
vetalkatha_vetalkatha_L2145,prose,अहम् राजास्थाने एव स्थास्यामि।
vetalkatha_vetalkatha_L2146,prose,"कदाचित् दुर्गापुरम् प्रति गच्छन् कविताः श्रावयिष्यामि"" इति उक्तवा जगदीशम् प्रेषितवान्।"
vetalkatha_vetalkatha_L2147,prose,"वेतालः एवम् कथाम् समाप्य अवदत् - ""राजन्! दुर्गापुरवासिनः क्षेमकाले अपि बुभुक्षया मरणम् प्राप्तुम् सिद्धाः, किन्तु स्पन्दनदासस्य सहवासम् त्यक्तुम् न सिद्धाः।"
vetalkatha_vetalkatha_L2148,prose,"स्पन्दनदासः राज्ञः पुरतः स्वग्रामस्य दुस्स्थितिम् हृदयस्पर्शितया वर्णितवान्, ग्रामस्य रक्षणम् अपि कृतवान्।"
vetalkatha_vetalkatha_L2149,prose,एतादृशः स्पन्दनदासः राजस्थाने एव स्थातव्यम् इति किमर्थम् निर्णीतवान्? मम तु भासते यत् सः स्वार्थी इति।
vetalkatha_vetalkatha_L2150,prose,"सुखभोगेच्छया सः तथा कृतवान् इति किम् न भासते? यदा आस्थानकवित्वसम्भावना उपस्थिता तदा सः दुर्गापुरप्रीतिम्  परित्यक्तवान्, तृणीकृतवान् वा एष एवम् ननु? किम्  तस्य व्यवहारः समर्थनयोग्यः? मम एतेषाम्  सन्देहानाम्  समाधानम्  जानन् अपि यदि भवान् न वदेत् तर्हि भवतः शिरः सहस्रधा भग्नम्  भवेत्"" इति।"
vetalkatha_vetalkatha_L2151,prose,"तदा मौनेन स्थातुम् अशक्तः त्रिविक्रमः अवदत् - ""स्पन्दनदासस्य कविताः दुर्गापुरीयाः शृण्वन्ति स्म।"
vetalkatha_vetalkatha_L2152,prose,आनन्दम् च प्राप्नुवन्ति स्म।
vetalkatha_vetalkatha_L2153,prose,किन्तु ताः एव कविताः राजा यदा श्रुतवान् तदा अपूर्वम् फलम् प्राप्तम्।
vetalkatha_vetalkatha_L2154,prose,"दुर्गापुरीयाणाम्, दुरवस्थानाम् सर्वेषाम् ग्रामाणाम् जनानाम् च हितम् ततः सिद्धम्।"
vetalkatha_vetalkatha_L2155,prose,एतत् स्पन्दनदासः लक्षितवान्।
vetalkatha_vetalkatha_L2156,prose,"ततः सः निर्णीतवान् यत् दुर्गापुरीयाणाम् आनन्दमात्राय मम कविताः न भवेयुः, प्रत्युत राज्यस्य सर्वे नागरिकाः अपि ततः लाभम् प्राप्नुयुः इति।"
vetalkatha_vetalkatha_L2157,prose,आस्थाने स्थितः सः राजानम् कविताद्वारा जागरयितुम् शक्नोति।
vetalkatha_vetalkatha_L2158,prose,अतः सः राजस्थाने स्थातव्यम् इति निर्णीतवान्।
vetalkatha_vetalkatha_L2159,prose,"तस्य निर्णयः स्वार्थप्रेरितः सर्वथा न, प्रत्युत लोकहितोद्देशकः सः।"
vetalkatha_vetalkatha_L2160,prose,"स्वसुखार्थम् सः एवम् निर्णीतवान् इति चिन्तनम् सर्वथा अयुक्तम्"" इति।"
vetalkatha_vetalkatha_L2161,prose,राज्ञः कथनम् यदा समाप्तम् तदा वेतालः ततः अदृश्यः भूत्वा शवसहिततया निर्गत्य यथापूर्वम् वृक्षस्य शाखाम् अवलम्बितवान्।
vetalkatha_vetalkatha_L2162,title,17.राज्ञः वानप्रस्थः (04/02)
vetalkatha_vetalkatha_L2163,prose,राजा त्रिविक्रमः पूर्ववत् पुनः वृक्षस्य समीपम् गत्वा वृक्षात् शवम् अवतार्य स्कन्धे संस्थाप्य श्मशानदिशि प्रस्थितः।
vetalkatha_vetalkatha_L2164,prose,"तदा शवान्तर्गतः वेतालः अवदत् - ""एतत् श्मशानम् भूतप्रेत आदीनाम् आवासभूमिः।"
vetalkatha_vetalkatha_L2165,prose,अत्र स्थितिः एव अपायकरी।
vetalkatha_vetalkatha_L2166,prose,तथापि अत्र एव सञ्चारे उत्सुकस्य भवतः एतत्  कार्यम् दृष्ट्वा मम मनसि सन्देहः जायते – 'भवतः लक्ष्यम् किम् स्यात्?' इति।
vetalkatha_vetalkatha_L2167,prose,भवतः सर्वः अपि व्यवहारः मौर्ख्योपेतम् इव भासते।
vetalkatha_vetalkatha_L2168,prose,कदाचित् सर्वशास्त्रपारङ्गतस्यापि मानवस्य बुद्धिः मलिना भवति।
vetalkatha_vetalkatha_L2169,prose,तदा सः 'अहम् किम् कुर्वन् अस्मि? मया अग्रे किम् करणीयम्?' इति ज्ञातुम् न प्रभवति।
vetalkatha_vetalkatha_L2170,prose,उदाहरणार्थम् सत्यकीर्तिनामकस्य राज्ञः कथाम् श्रावयामि।
vetalkatha_vetalkatha_L2171,prose,"मार्गायासपरिहारार्थम् तस्य कथाम् श्रद्धया शृणोतु"" इति।"
vetalkatha_vetalkatha_L2172,prose,ततः वेतालः कथाम् आरब्धवान् –
vetalkatha_vetalkatha_L2173,prose,पूर्वम् सत्यकीर्तिनामकः राजा वरालदेशम् पालयति स्म।
vetalkatha_vetalkatha_L2174,prose,सः उत्तमः राजा।
vetalkatha_vetalkatha_L2175,prose,बुद्धिमान् सः योग्यरीत्या प्रजानाम् परिपालनम् करोति स्म।
vetalkatha_vetalkatha_L2176,prose,प्रजानाम् अपि तस्य विषये महती प्रीतिः आसीत्।
vetalkatha_vetalkatha_L2177,prose,"किन्तु काले अतीते, वयःकारणात् शासनव्यवहारे राज्ञः आसक्तिः न्यूना अभवत्।"
vetalkatha_vetalkatha_L2178,prose,तस्य शरीरम् विश्रान्तिसुखम् इच्छति स्म।
vetalkatha_vetalkatha_L2179,prose,अतः सः राज्यभारात् मुक्तिम् प्राप्तुम् इष्टवान्।
vetalkatha_vetalkatha_L2180,prose,सत्यकीर्तेः चत्वारः पुत्राः आसन्।
vetalkatha_vetalkatha_L2181,prose,ते चत्वारः अपि बुद्धिमन्तः पण्डिताः च।
vetalkatha_vetalkatha_L2182,prose,अतः राजा मन्त्रिभिः सामन्तराजैः च सह मन्त्रयित्वा ज्येष्ठपुत्रम् रामभद्रम् राजानम् कृतवान्।
vetalkatha_vetalkatha_L2183,prose,ततः तेन स्वमनः ध्याने संलग्नम् कर्तुम् प्रयत्नः कृतः।
vetalkatha_vetalkatha_L2184,prose,किन्तु मनः ध्यानस्थितौ लीनम् न अभवत्।
vetalkatha_vetalkatha_L2185,prose,तदा राज्ञः चिन्ता आरब्धा - 'किमर्थम् मम मनः चञ्चलम् अस्ति? ध्याने मम मनः स्थिरत्वम् कुतः न प्राप्नोति?' इति।
vetalkatha_vetalkatha_L2186,prose,अस्मिन् विषये बहुधा विचिन्त्य राजा निर्णीतवान् यत् सन्न्यासिनाम् सङ्गे शेषजीवनम् यापयन् अहम् मुक्तिमार्गम् अन्विष्यामि इति।
vetalkatha_vetalkatha_L2187,prose,"एतम् विषयम् सः बृहस्पतिभट्टनामकम् पण्डितम् उक्तवान्, यः च प्रतिदिनम् तस्य सभाम् प्रति आगच्छति स्म।"
vetalkatha_vetalkatha_L2188,prose,"बृहस्पतिभट्टः राज्ञः वचनेन अतीवसन्तुष्टः सन् अवदत् - ""भवता योग्यम् चिन्तनम् कृतम्।"
vetalkatha_vetalkatha_L2189,prose,"संसारमोहात् मुक्तः भवितुम् सन्न्यासिसङ्गः उचितः श्रेयोदायकः च मार्गः"" इति।"
vetalkatha_vetalkatha_L2190,prose,"तदा राजा अवदत् - ""भवता सत्यम् उक्तम्।"
vetalkatha_vetalkatha_L2191,prose,तथापि आ जन्मना सुखेन तिष्ठताम् एषः मार्गः कठिनः इति भासते।
vetalkatha_vetalkatha_L2192,prose,यतः आश्रमस्य नियमाः कठिनाः।
vetalkatha_vetalkatha_L2193,prose,तेषाम् पालनम् कष्टकरम् स्यात्।
vetalkatha_vetalkatha_L2194,prose,आहारविषये अपि नियन्त्रणम् आवश्यकम्।
vetalkatha_vetalkatha_L2195,prose,"एतत्सर्वम् कर्तुम् प्रायः मया न शक्येत इति भाति"" इति।"
vetalkatha_vetalkatha_L2196,prose,"एतत् श्रुत्वा बृहस्पतिभट्टः हसन् अवदत् - ""प्रभो, भयम् मास्तु।"
vetalkatha_vetalkatha_L2197,prose,आरम्भे कानिचन दिनानि कष्टम् भवेत्।
vetalkatha_vetalkatha_L2198,prose,क्रमेण तद्विषये आदरः भवेत् एव।
vetalkatha_vetalkatha_L2199,prose,तेन ध्याने मनः अपि संलग्नम् भविष्यति।
vetalkatha_vetalkatha_L2200,prose,"अस्मिन् विषये निश्चयेन साफल्यम् प्राप्स्यते इति मम दृढः विश्वासः"" इति।"
vetalkatha_vetalkatha_L2201,prose,तस्य वचनम् राज्ञि परिणामम् अजनयत्।
vetalkatha_vetalkatha_L2202,prose,तथापि स्वस्मिन् पूर्णः विश्वासः न आसीत् तस्य।
vetalkatha_vetalkatha_L2203,prose,"अतः तेन उक्तम् - ""अस्माकम् राजधान्याः समीपे स्थिते चम्पकवने कार्तिकेयः नाम कश्चन सन्न्यासी तपसि मग्नः अस्ति।"
vetalkatha_vetalkatha_L2204,prose,तत्र अहम् कतिचन दिनान् स्थास्यामि।
vetalkatha_vetalkatha_L2205,prose,तत्र जायमानाः अनुभवाः मयि स्थैर्यम् जनयेयुः।
vetalkatha_vetalkatha_L2206,prose,"अहम् आश्रमे स्थातुम् शक्नोमि उत न इत्येतत् तत्र ज्ञायेत"" इति।"
vetalkatha_vetalkatha_L2207,prose,बृहस्पतिभट्टाय अपि राज्ञः एषः विचारः अरोचत।
vetalkatha_vetalkatha_L2208,prose,अतः सः स्वस्य अङ्गीकारम् असूचयत्।
vetalkatha_vetalkatha_L2209,prose,ततः राज्ञा आश्रमम् गन्तुम् सन्नाहः आरब्धः।
vetalkatha_vetalkatha_L2210,prose,पितुः एषः क्रमः चतुर्भ्यः अपि पुत्रेभ्यः न अरोचत।
vetalkatha_vetalkatha_L2211,prose,ते विरोधम् प्रकटितवन्तः।
vetalkatha_vetalkatha_L2212,prose,"तदा राजा तान् सान्त्वयन् अवदत् - ""यदि अहम् तत्र सोढुम् न शक्नुयाम् तर्हि अवश्यम् प्रतिनिवृत्तः भविष्यामि"" इति।"
vetalkatha_vetalkatha_L2213,prose,पितुः एतत् वचनम् श्रुत्वा ते अङ्गीकारम् सूचितवन्तः।
vetalkatha_vetalkatha_L2214,prose,ततः राजा सत्यकीर्तिः कर्मकरेण कर्मकर्या च सह तत् चम्पकवनम् गतः।
vetalkatha_vetalkatha_L2215,prose,सन्न्यासिनः कार्तिकेयस्य आश्रमसमीपे एव राज्ञः निमित्तम् पर्णकुटीरस्य निर्माणम् कृतम् आसीत्।
vetalkatha_vetalkatha_L2216,prose,तस्मिन् शय्या प्रसारिता आसीत्।
vetalkatha_vetalkatha_L2217,prose,"शय्यायाः पार्श्वे फलानि, नानाविधाहारपदार्थाः च अपि आसन्।"
vetalkatha_vetalkatha_L2218,prose,पर्णकुटीरस्य एकस्मिन् पार्श्वे पूजामन्दिरस्य निर्माणम् अपि जातम् आसीत्।
vetalkatha_vetalkatha_L2219,prose,"पूजामन्दिरे एकम् आसनम्, रुद्राक्षजपमाला च आसीत्।"
vetalkatha_vetalkatha_L2220,prose,"सत्यकीर्तिः एताम् सर्वाम् व्यवस्थाम् दृष्ट्वा सन्तोषेण तान् सेवकान् अभिनन्दितवान्, यैः च राज्ञः आगमनात् पूर्वम् एव एतादृशी व्यवस्था कृता आसीत्।"
vetalkatha_vetalkatha_L2221,prose,रात्रौ तेन भोजनानन्तरम् विश्रान्तिः स्वीकृता।
